,AEM CN Equity,AQN CN Equity,ATD CN Equity,BMO CN Equity,BNS CN Equity,ABX CN Equity,BCE CN Equity,BAM CN Equity,BN CN Equity,BIP-U CN Equity,CAE CN Equity,CCO CN Equity,CAR-U CN Equity,CM CN Equity,CNR CN Equity,CNQ CN Equity,CP CN Equity,CTC/A CN Equity,CCL/B CN Equity,CVE CN Equity,GIB/A CN Equity,CSU CN Equity,DOL CN Equity,EMA CN Equity,ENB CN Equity,FM CN Equity,FSV CN Equity,FTS CN Equity,FNV CN Equity,WN CN Equity,GIL CN Equity,H CN Equity,IMO CN Equity,IFC CN Equity,K CN Equity,L CN Equity,MG CN Equity,MFC CN Equity,MRU CN Equity,NA CN Equity,NTR CN Equity,OTEX CN Equity,PPL CN Equity,POW CN Equity,QSR CN Equity,RCI/B CN Equity,RY CN Equity,SAP CN Equity,SHOP CN Equity,SLF CN Equity,SU CN Equity,TRP CN Equity,TECK/B CN Equity,T CN Equity,TRI CN Equity,TD CN Equity,TOU CN Equity,WCN CN Equity,WPM CN Equity,WSP CN Equity
2017-04-20,61.35,12.94,31.5,99.04,76.8,25.86,61.26,,26.4553,31.3362,20.56,14.36,34.55,56.27,100.36,21.91,41.452,166.61,60.326,13.85,63.75,618.943,39.6667,47.36,56.43,13.44,82.19,44.22,93.35,117.8,37.42,24.13,40.09,94.75,5.09,58.5955,55.41,23.24,42.25,54.36,,45.91,44.19,31.02,76.41,62.5,95.78,44.82,10.271,47.8,40.65,57.9018,29.09,22.1,65.8039,66.04,27.94,80.6133,28.63,49.19
2017-04-21,62.13,12.95,31.75,98.73,76.83,25.98,61.35,,26.1504,31.4751,20.59,14.48,34.5,55.995,100.95,22.06,41.338,166.96,60.266,14.18,63.07,621.867,39.6767,47.49,56.64,12.98,81.98,44.23,93.3,117.91,37.38,24.38,40.5,94.77,5.22,58.949,54.82,23.14,42.35,54.31,,45.9,44.28,31.05,76.44,62.12,94.55,44.99,10.317,47.89,40.94,57.6922,29.46,22.185,65.781,65.61,28.12,81.0067,28.49,49.2
2017-04-24,61.68,12.94,31.26,100.04,77.97,25.71,61.42,,26.605,32.0728,20.79,14.72,34.61,56.53,102.21,22.135,41.642,166.55,60.0,14.15,63.62,622.832,39.58,47.73,57.08,13.11,82.32,44.34,91.78,118.49,37.81,24.28,40.58,95.5,5.07,59.19,55.76,23.84,42.28,55.0,,46.46,44.23,31.55,77.78,62.53,96.07,45.18,10.256,48.89,41.41,57.8835,29.59,22.29,66.4894,66.68,27.58,81.34,28.31,49.72
2017-04-25,58.93,12.81,31.77,100.77,78.41,22.89,61.67,,26.8457,32.4351,20.9,15.09,34.56,56.69,99.15,22.665,41.998,167.16,60.58,14.26,63.85,621.127,39.76,47.57,57.49,13.34,82.08,44.18,90.54,118.87,37.79,23.99,41.41,94.92,4.77,60.0496,56.29,24.12,45.2,55.5,,47.27,44.5,31.86,79.35,62.29,97.03,44.92,10.39,49.2,42.22,58.4848,28.84,22.4,66.5351,66.8,27.61,81.58,27.34,50.25
2017-04-26,59.3,12.88,32.075,99.7,77.41,23.05,62.7,,26.8457,32.1332,20.9,14.82,33.67,55.465,98.5,22.535,41.544,166.43,61.2,14.01,65.0,611.876,40.0467,47.69,56.69,13.33,83.84,44.26,91.26,120.69,37.76,24.13,41.05,93.24,4.77,60.8128,55.61,24.08,46.21,53.69,,47.0,44.33,31.74,77.02,62.79,95.47,44.84,10.105,49.06,41.63,57.9837,28.97,22.675,66.9236,65.77,27.36,81.0133,27.68,49.77
2017-04-27,59.04,12.9,31.965,96.59,75.31,22.72,62.02,,26.8511,32.1936,20.68,14.28,33.73,54.855,98.46,21.715,41.86,166.51,62.5,13.55,64.7,597.47,40.15,47.26,56.45,12.82,85.67,44.38,91.31,121.45,38.29,24.19,40.1,93.38,4.62,60.9734,56.39,23.83,46.81,52.92,,47.14,43.33,31.61,77.26,62.75,93.66,44.04,9.976,48.08,41.79,57.6649,28.14,22.645,68.1691,64.17,28.36,84.1267,27.11,49.15
2017-04-28,65.25,12.93,32.155,96.66,75.88,22.82,62.15,,26.9902,32.4653,20.85,13.09,33.87,55.125,98.67,21.74,41.832,166.6,63.2,13.61,65.88,608.543,39.8333,47.25,56.58,13.01,84.95,44.42,92.84,122.59,38.27,24.04,39.71,93.51,4.75,61.5438,57.02,23.94,46.78,53.05,,47.33,43.5,31.63,76.62,62.59,93.47,44.88,10.372,48.21,42.78,57.7378,28.32,22.71,70.8771,64.23,26.82,83.72,27.24,49.73
2017-05-01,63.83,12.97,32.48,96.46,75.75,22.38,61.4,,27.0971,32.4472,20.93,13.22,33.9,54.785,100.01,21.83,42.128,166.65,62.746,13.47,66.49,633.145,39.9233,47.33,56.24,13.09,84.92,44.52,90.45,122.69,38.46,23.75,39.58,94.03,4.64,61.1582,57.42,24.1,46.86,53.07,,47.58,42.05,31.85,76.75,62.75,93.28,44.11,10.607,48.51,42.89,57.7469,28.5,22.58,69.0604,64.27,26.92,83.92,26.78,49.43
2017-05-02,64.25,13.0,32.055,95.94,75.76,22.57,62.08,,27.7016,32.58,21.51,13.61,33.98,54.56,101.34,21.705,42.648,167.17,62.84,13.37,66.8,649.013,40.6367,47.29,56.94,12.71,85.44,44.69,91.75,123.88,38.69,23.95,39.44,93.68,4.59,61.8491,56.97,24.08,47.07,52.61,,47.6,43.04,31.71,77.64,62.97,92.66,44.73,11.394,48.84,43.14,58.5303,28.27,22.78,69.8602,63.7,26.58,84.7867,27.1,50.07
2017-05-03,63.5,13.04,32.145,95.71,75.57,22.24,61.75,,27.7016,32.423,21.4,13.43,33.53,54.57,100.89,21.625,42.37,166.04,62.554,13.32,65.57,643.408,40.6167,47.14,56.85,12.03,84.93,44.5,90.94,122.6,37.86,24.03,39.67,92.09,5.08,61.7446,57.35,24.13,46.49,52.52,,47.44,43.26,31.81,77.92,62.45,92.8,44.94,11.219,48.73,42.69,58.3299,26.64,22.605,69.4603,63.47,26.63,84.2467,26.67,49.66
2017-05-04,62.41,13.05,32.47,95.41,75.16,22.01,61.63,,27.509,32.3626,21.49,13.1,33.36,53.685,101.15,20.715,41.996,165.1,62.482,12.67,65.88,669.034,40.3533,47.06,55.73,11.59,84.54,44.57,90.01,122.98,39.24,24.02,39.03,92.32,4.94,62.307,58.05,24.44,46.26,52.22,,47.48,42.5,31.6,78.32,62.15,92.75,44.4,11.182,48.56,41.75,57.0728,24.95,22.51,69.3803,63.29,26.06,84.6867,26.03,50.06
2017-05-05,63.75,12.99,33.135,96.32,76.72,22.06,62.11,,27.5732,33.0691,21.73,13.27,33.73,54.335,101.87,21.14,42.254,166.29,62.954,12.92,65.9,671.782,40.8767,47.39,56.6,11.83,85.29,44.66,90.64,124.22,39.18,24.05,39.34,92.41,5.17,62.6604,57.77,24.55,46.41,53.13,,47.58,43.47,31.19,80.37,62.71,93.74,45.06,11.683,48.82,42.61,58.2935,25.3,22.74,69.963,64.09,27.69,84.6067,26.62,49.93
2017-05-08,63.89,13.14,32.795,96.57,76.72,22.28,62.31,,27.6106,33.057,21.73,13.6,33.91,54.475,101.93,21.52,42.566,166.33,63.106,13.18,66.0,672.913,41.1167,47.57,56.98,11.62,85.32,44.63,91.82,124.94,39.12,24.03,39.56,92.03,5.22,62.6444,58.11,24.85,46.47,53.49,,47.66,44.1,31.35,80.06,62.95,94.18,44.56,11.881,48.95,43.24,58.7399,25.01,22.855,69.8031,64.13,28.11,84.5333,26.8,49.8
2017-05-09,63.48,13.12,32.665,95.7,75.91,22.35,61.88,,27.3646,32.8396,21.86,13.68,33.66,54.18,101.89,21.175,42.658,164.69,62.222,13.07,65.62,666.704,40.9133,47.21,56.61,11.56,84.5,44.19,92.41,124.69,39.2,23.11,39.45,92.0,5.14,62.4114,58.9,24.49,46.2,52.9,,45.13,43.76,30.94,81.26,62.98,92.94,44.48,12.263,48.88,43.12,58.1477,24.85,22.84,69.2546,63.62,27.67,84.1333,26.4,49.17
2017-05-10,63.85,13.29,32.4,95.69,76.47,22.37,61.71,,27.279,32.6283,21.59,13.62,33.55,54.365,102.02,21.465,42.906,166.26,61.814,13.5,66.16,672.767,41.1067,47.14,56.54,11.92,83.64,44.35,94.08,124.3,39.53,23.125,39.62,92.0,5.38,62.6203,58.35,24.39,46.25,54.16,,44.87,43.96,30.34,81.82,62.84,93.33,44.52,12.715,47.23,43.63,58.2297,24.84,22.845,68.9804,63.89,28.41,83.7933,26.7,49.61
2017-05-11,65.15,13.19,31.535,94.48,75.79,22.87,61.33,,27.8941,32.6042,21.49,13.47,33.39,53.645,101.3,21.21,42.79,156.39,60.598,13.05,66.53,666.889,40.7767,47.02,54.77,12.25,83.48,44.51,95.33,122.68,39.07,23.08,39.53,92.75,5.62,62.0097,61.17,23.92,46.1,52.95,,44.8,43.63,29.87,81.18,62.3,92.75,44.43,12.581,46.54,43.1,57.7469,24.8,22.88,68.889,63.42,28.28,83.6733,27.37,49.625
2017-05-12,66.33,13.23,31.68,94.04,75.3,23.1,61.33,,28.1081,32.9906,21.37,13.47,33.27,53.56,101.66,21.12,42.62,159.35,60.7,13.15,66.55,660.203,40.5067,47.01,54.95,12.23,83.73,44.51,96.71,123.02,38.32,23.01,39.76,92.53,5.66,62.074,61.66,23.6,45.89,52.6,,44.08,43.7,29.69,80.97,62.72,92.48,44.6,12.814,46.18,43.45,57.9837,25.26,22.96,68.9461,63.1,28.07,83.3067,28.29,48.8
2017-05-15,66.57,13.31,32.02,94.77,75.73,23.12,61.17,,28.2685,33.2019,21.6,13.55,33.7,53.925,102.96,21.44,43.498,158.2,61.176,13.41,66.81,665.174,40.5667,47.02,54.54,12.2,83.64,44.76,97.64,123.71,38.72,23.02,39.93,93.02,5.69,62.5078,62.54,23.79,46.3,53.11,,44.3,44.22,29.78,81.32,62.93,93.62,44.8,12.897,46.165,43.88,58.0384,25.28,23.0,69.2203,63.67,28.13,84.2867,28.53,49.27
2017-05-16,66.77,13.51,31.88,93.8,75.65,23.02,60.71,,27.9102,33.1355,21.49,13.45,33.83,53.555,102.22,21.195,42.846,154.71,61.606,13.02,66.91,665.632,40.5467,46.9,53.84,12.51,84.33,44.39,99.5,123.57,37.73,23.11,39.25,92.94,5.71,62.4516,62.0,23.72,45.98,53.06,,44.16,43.78,29.47,81.04,62.1,93.03,44.18,12.89,45.5,43.43,57.3096,25.52,22.81,67.8149,63.13,27.71,83.3067,29.26,49.48
2017-05-17,67.39,13.45,30.985,92.08,74.18,23.23,60.28,,27.156,32.4894,21.07,13.02,33.56,53.05,99.22,20.61,41.418,152.19,60.634,12.65,65.34,636.079,39.9367,46.67,52.65,11.87,82.87,43.79,99.04,121.33,37.08,22.97,38.55,92.92,5.84,61.1984,60.14,22.75,45.36,51.77,,43.14,43.03,28.83,80.28,61.57,91.45,43.56,12.141,44.41,42.71,56.3804,24.58,22.615,67.0036,62.26,27.12,82.5933,29.08,48.93
2017-05-18,66.38,13.38,30.84,92.74,74.42,22.46,60.26,,26.7602,32.0487,21.09,13.17,33.66,53.0,99.94,20.72,41.514,152.71,60.526,12.62,65.42,658.585,40.0667,46.7,52.76,11.56,82.86,43.46,98.35,121.39,37.19,22.65,38.55,92.24,5.74,61.1662,60.34,23.1,45.28,52.13,,43.24,42.94,28.88,80.46,62.09,92.42,43.6,12.532,44.55,42.74,56.4351,24.58,22.7,67.015,62.53,27.08,83.1867,28.57,48.78
2017-05-19,66.59,13.54,31.1,93.66,75.48,22.51,60.4,,27.1239,32.3264,21.27,13.32,33.6,53.33,101.24,21.005,42.08,151.85,60.416,13.07,65.84,665.262,40.48,47.06,53.51,12.11,82.91,43.66,98.74,122.23,37.53,23.13,39.21,93.15,5.74,61.6563,61.07,23.54,45.57,52.82,,43.63,44.03,29.08,81.62,61.9,93.02,43.73,12.033,44.86,43.3,57.1274,25.29,22.83,66.8094,63.05,27.99,82.8667,28.46,49.56
2017-05-23,64.33,13.59,31.155,95.13,76.17,22.2,60.43,,27.493,32.6887,21.31,13.31,33.64,53.475,102.06,20.64,42.544,152.43,61.5,13.01,65.78,665.359,40.4067,47.51,53.6,12.01,83.43,43.76,97.58,122.1,37.85,23.41,39.28,93.56,5.64,61.2787,60.93,23.56,45.27,53.87,,43.72,43.67,29.01,80.58,62.51,93.53,43.31,12.212,45.16,43.015,57.8653,25.33,22.9,66.5237,63.58,28.13,83.3,27.67,49.72
2017-05-24,64.79,13.67,31.165,91.98,75.64,22.44,60.59,,27.3432,32.8517,21.41,12.91,33.7,53.15,102.49,20.52,42.49,151.42,60.622,12.87,65.97,670.106,40.42,47.64,53.46,11.85,83.39,44.19,98.45,121.97,37.53,23.43,38.81,93.25,5.68,61.11,60.11,23.54,45.17,53.25,,43.49,43.7,28.96,81.23,62.63,92.95,43.64,12.23,44.21,42.59,58.0931,24.85,22.92,66.8551,63.04,28.41,83.3133,27.87,49.54
2017-05-25,65.03,13.77,31.25,91.28,75.62,21.96,60.89,,27.2041,32.7732,21.69,12.7,33.75,52.62,104.41,20.105,43.188,153.27,61.89,12.42,66.4,675.652,40.47,47.77,52.97,11.9,84.55,44.25,98.8,121.7,38.24,23.45,38.56,93.26,5.67,61.0457,60.26,23.69,45.26,53.14,,43.84,43.71,28.85,82.18,62.86,94.05,43.76,12.167,44.46,42.19,58.0475,24.97,23.01,68.4433,64.3,27.39,84.2533,27.79,50.37
2017-05-26,66.13,13.78,30.88,91.17,75.91,22.07,60.77,,27.4769,32.7249,21.9,12.82,33.63,52.685,103.7,20.0,42.748,152.15,62.31,12.64,66.21,671.461,40.58,47.81,52.58,11.86,83.95,44.25,99.09,121.45,38.47,23.42,38.76,93.27,5.7,60.9895,60.54,23.7,44.97,52.87,,43.76,43.16,28.91,82.7,62.63,93.92,43.76,12.229,44.7,42.58,57.6467,25.18,22.975,67.3236,64.25,27.57,84.76,28.12,50.27
2017-05-29,65.28,13.78,31.74,91.51,76.12,22.07,60.73,,27.4823,32.6102,22.0,12.77,33.56,53.12,103.38,19.9,42.898,153.34,63.158,12.82,66.25,675.866,40.7233,47.6,52.42,11.68,84.01,44.2,98.42,121.36,38.65,23.36,38.71,93.06,5.73,60.8288,60.14,23.65,45.0,53.11,,43.91,43.27,29.05,83.1,62.67,94.47,43.62,12.42,44.32,42.58,57.7287,24.95,22.87,67.1864,64.26,27.5,84.16,27.8,50.74
2017-05-30,64.71,13.77,31.465,90.99,76.6,22.09,60.84,,27.3494,32.6585,22.2,12.63,33.72,52.64,104.52,19.565,42.72,152.52,63.41,12.42,66.78,674.619,41.1467,47.85,52.0,11.63,82.43,44.24,98.31,121.91,38.49,23.48,38.68,93.03,5.69,61.1502,60.74,23.48,44.96,53.01,,43.41,43.02,28.96,83.69,63.15,93.66,44.55,12.191,44.28,42.63,57.4189,25.31,23.0,67.3807,64.44,27.11,84.9267,28.0,50.44
2017-05-31,65.29,13.97,31.92,90.67,76.22,22.34,61.21,,27.4298,32.9906,21.82,12.45,33.48,52.81,104.73,19.47,42.744,153.76,63.836,12.05,66.97,680.925,41.71,48.18,52.0,11.39,84.51,44.47,100.87,122.11,39.11,23.74,38.22,92.78,5.84,61.3349,60.47,23.33,45.24,53.28,,44.09,43.17,28.82,82.65,63.0,93.37,45.1,12.397,44.35,42.28,57.1274,24.05,22.97,67.3236,64.4,27.01,85.68,27.6,50.29
2017-06-01,65.75,14.08,32.265,91.43,76.7,21.95,61.08,,27.403,33.383,21.82,12.74,33.97,52.805,106.23,19.725,42.983,154.69,64.122,12.26,68.37,691.364,42.7733,48.59,52.67,11.14,85.92,44.84,100.64,122.92,39.7,23.74,38.25,94.7,5.83,61.8491,62.27,23.82,45.64,53.76,,44.31,43.81,29.36,82.9,63.09,93.8,43.37,12.612,44.68,42.32,57.5556,24.3,22.975,67.7463,64.7,27.45,87.5467,27.49,50.9
2017-06-02,65.96,14.12,32.42,91.27,76.68,21.87,61.08,,27.4513,33.2381,21.93,12.33,33.89,52.815,105.86,19.46,42.666,153.79,64.364,11.64,69.07,693.977,42.88,48.78,52.73,10.86,87.07,45.02,100.9,123.75,40.0,23.85,37.85,94.48,5.83,62.0981,62.6,23.58,45.98,54.05,,44.16,43.82,29.14,82.11,63.23,93.76,44.64,13.19,44.28,41.94,57.7013,23.6,22.905,68.0891,64.95,27.11,87.2,27.54,51.2
2017-06-05,64.85,14.17,32.895,90.94,76.71,21.8,61.01,,27.5961,32.9966,22.42,12.4,33.89,52.745,106.32,19.645,42.378,152.14,64.23,11.42,68.05,700.312,42.5433,48.86,52.51,10.91,87.0,45.43,99.94,123.13,40.22,23.82,37.74,94.15,5.73,61.7928,62.09,23.51,45.76,53.6,,44.22,44.08,28.9,81.2,63.01,93.57,43.97,13.177,44.12,41.97,57.8744,23.51,22.95,67.415,64.61,27.46,86.5467,27.01,50.91
2017-06-06,67.91,14.24,32.655,90.6,76.57,22.86,61.03,,27.5693,32.8215,22.18,12.17,33.94,52.545,105.99,19.795,42.078,151.02,65.67,11.59,67.33,685.389,42.66,48.9,53.2,10.89,87.0,45.48,102.16,122.47,40.22,23.69,37.97,93.64,6.21,61.7527,61.6,23.15,45.58,53.36,,43.98,44.11,28.82,80.6,63.24,92.79,43.2,13.287,43.83,42.25,58.3026,24.16,22.985,67.3578,64.12,28.235,86.0533,28.03,51.44
2017-06-07,67.64,13.96,32.39,90.4,76.64,22.79,60.41,,27.4995,32.7249,22.15,12.21,34.0,52.435,105.53,19.27,41.654,150.0,65.17,10.88,67.29,682.582,43.0067,48.89,52.83,10.91,86.49,45.31,101.23,122.55,40.37,23.68,37.48,93.66,6.26,61.7527,62.16,23.19,44.91,53.63,,43.85,43.87,28.65,80.67,62.81,93.1,43.19,13.167,45.42,41.14,57.2367,23.65,22.38,67.335,64.29,27.39,86.5133,27.93,51.17
2017-06-08,66.99,13.95,32.005,91.6,77.85,22.45,60.66,,27.6283,32.743,22.21,12.69,33.96,52.72,107.21,19.34,41.73,150.32,65.12,10.63,67.84,687.787,42.29,48.89,51.77,11.75,85.65,45.33,99.91,122.25,40.65,23.63,37.69,94.23,6.0,61.7205,61.25,23.62,44.92,54.03,,44.42,43.99,28.89,79.0,62.32,93.97,43.66,13.348,45.5,40.82,57.9382,24.5,22.43,67.4607,65.06,27.26,85.9533,27.84,51.6
2017-06-09,64.85,13.94,31.5,93.9,78.57,21.96,60.59,,27.5371,32.7309,22.18,12.81,33.96,53.715,106.61,19.67,41.274,149.17,65.31,11.1,67.14,678.898,41.6867,48.63,52.12,11.92,84.64,45.19,97.55,120.86,40.86,23.39,37.99,94.36,5.82,61.0618,61.2,24.16,44.33,54.54,,44.03,44.2,29.19,77.28,62.58,95.25,43.22,12.28,45.88,41.25,58.2024,24.14,22.37,67.6092,65.69,27.72,85.6933,27.04,52.02
2017-06-12,64.2,13.91,31.5,93.22,77.83,21.86,60.6,,27.1884,32.0487,21.99,12.6,34.13,53.395,105.83,19.585,41.244,148.76,67.45,11.37,66.15,668.166,41.3533,48.18,51.15,11.91,83.84,44.88,96.83,120.55,40.68,23.3,38.42,93.58,5.73,60.6842,60.98,24.11,44.38,54.47,,43.21,43.94,29.18,75.99,62.77,94.26,43.21,11.857,45.56,41.03,57.8927,23.67,22.37,67.5178,65.28,27.74,86.8333,26.52,52.02
2017-06-13,65.23,13.86,31.77,93.15,77.66,21.54,59.41,,27.1241,31.9038,22.01,12.62,33.85,53.08,105.32,19.63,41.468,148.1,67.88,11.43,66.11,674.17,40.9933,48.19,51.15,11.43,82.87,45.24,97.19,120.2,40.59,23.48,38.48,93.1,5.63,60.62,60.92,24.01,44.31,54.44,,43.08,44.21,29.12,75.96,62.75,93.89,42.52,11.495,45.39,40.86,57.8471,23.38,22.435,67.2436,65.19,27.63,87.4267,26.41,52.03
2017-06-14,62.18,13.9,31.255,92.24,77.25,21.1,59.32,,27.167,31.5355,21.91,12.25,33.79,52.735,104.51,18.68,40.76,147.27,67.64,10.95,65.71,673.42,40.95,48.33,49.81,10.91,82.64,45.41,94.14,120.01,40.72,23.37,38.33,92.59,5.46,60.5236,59.95,23.99,44.0,53.84,,42.47,43.3213,29.17,78.36,62.59,93.28,41.91,11.302,45.32,39.4,57.3096,22.42,22.29,67.4264,64.71,26.72,87.58,25.58,51.31
2017-06-15,61.6,13.95,31.0,92.94,77.58,20.76,59.33,,27.0544,31.8857,21.91,12.13,33.78,53.0,105.7,18.42,41.026,149.5,68.27,10.47,66.07,680.36,41.0933,48.61,50.31,10.4,82.45,45.56,95.53,120.53,40.82,23.29,38.48,93.11,5.42,60.6441,60.03,24.07,44.45,53.82,,41.72,43.27,29.05,79.03,62.22,93.63,42.07,11.357,45.18,39.16,57.2732,21.58,22.495,69.8488,64.99,26.24,87.6133,25.28,51.18
2017-06-16,62.0,14.12,31.495,92.96,77.92,20.71,59.43,,27.1187,31.7589,21.96,12.09,33.64,53.265,107.57,18.65,40.968,147.67,66.15,10.51,65.97,668.42,40.6567,48.64,51.44,10.21,81.9,45.79,95.16,118.83,40.28,23.25,39.31,93.82,5.41,58.475,57.3,24.09,43.16,54.0,,41.45,43.58,29.25,80.46,62.12,93.55,41.9,11.492,45.23,39.26,57.8107,19.73,22.73,69.1289,65.05,26.47,87.3333,25.28,51.98
2017-06-19,61.12,14.05,31.115,93.76,78.6,20.72,59.66,,27.3654,32.574,22.12,12.3,33.65,53.385,107.38,18.8,41.216,149.42,64.95,10.28,66.83,684.405,41.25,48.45,51.09,10.25,82.5,45.87,95.5,117.99,40.88,23.34,39.27,94.79,5.33,58.3063,58.82,24.45,43.52,54.59,,42.83,43.63,29.7,81.78,62.86,94.3,42.16,11.99,45.61,38.99,57.92,20.39,22.705,70.4772,65.46,26.0,86.92,25.37,52.41
2017-06-20,60.71,14.04,32.015,93.29,78.91,20.67,59.42,,27.1616,32.4291,22.17,12.07,33.62,53.065,106.02,18.52,40.978,148.54,65.06,9.45,66.59,677.212,41.6,48.48,50.06,9.84,81.96,45.59,95.72,117.97,40.7,23.3,38.58,95.19,5.26,58.3063,59.0,24.22,43.04,54.46,,42.69,42.6,29.37,81.84,62.28,93.76,42.02,11.805,45.39,38.25,57.1001,19.87,22.57,69.6659,65.11,25.64,86.4,25.37,52.44
2017-06-21,61.88,14.08,31.57,92.69,78.99,20.96,59.02,,27.2796,32.5136,22.29,12.06,33.51,52.735,105.99,18.725,41.32,147.18,66.21,9.14,67.155,682.085,41.33,48.67,50.61,10.05,84.0,45.73,96.84,118.01,41.36,23.26,38.54,95.08,5.37,58.5152,59.31,23.76,43.25,53.64,,42.8,42.27,29.07,82.38,61.99,93.28,42.11,12.165,44.89,38.25,56.9817,20.37,22.47,70.0773,65.0,25.49,86.77,26.1,52.17
2017-06-22,61.6,14.14,31.25,93.49,79.69,21.32,58.91,,27.3815,32.4774,22.14,12.02,33.4,53.53,105.65,18.8275,41.648,146.38,65.88,9.0,67.63,691.121,41.12,48.64,51.61,10.16,83.74,46.34,97.29,117.99,41.43,23.27,38.33,95.59,5.43,58.5996,59.57,23.58,43.19,53.76,,42.89,42.34,29.12,81.99,62.23,93.97,41.61,12.115,44.72,38.09,56.5717,21.01,22.34,70.1687,65.28,25.78,86.19,26.36,52.9
2017-06-23,63.43,14.19,31.065,93.88,79.45,21.86,59.17,,27.5585,32.7974,22.21,12.39,34.02,53.63,106.59,18.9,42.25,146.96,66.09,9.16,67.94,694.201,41.5133,48.86,52.22,10.41,84.0,46.67,98.72,118.19,41.64,23.45,39.14,95.97,5.62,58.6598,59.77,23.61,43.15,53.76,,42.55,43.01,29.25,82.41,62.875,94.12,41.71,12.536,44.88,38.52,56.7995,21.97,22.505,70.58,65.27,26.43,86.01,26.82,53.75
2017-06-26,62.58,14.17,32.14,94.03,79.38,21.65,59.23,,27.816,32.8577,22.28,12.64,34.01,52.435,107.01,18.765,42.174,147.63,65.67,9.15,67.94,693.986,42.23,48.86,52.45,10.4,83.5,46.92,97.42,118.49,42.04,23.38,38.5,95.85,5.61,58.716,60.56,23.53,43.17,53.97,,42.0,42.97,29.37,82.73,63.39,93.99,41.84,12.188,44.97,38.07,57.2914,21.9,22.555,70.203,65.21,26.65,85.54,26.67,53.6
2017-06-27,60.65,14.13,32.94,94.24,79.17,21.16,58.96,,27.8965,32.6706,22.3,12.5,33.8,52.49,106.78,18.79,42.034,146.84,65.42,9.55,67.75,677.66,41.79,48.8,52.75,10.49,83.03,46.53,96.33,118.96,41.4,23.11,38.57,96.04,5.43,58.9008,58.87,23.71,43.25,53.85,,41.24,42.77,29.43,81.27,62.87,94.1,42.0,11.437,45.2,38.49,57.1639,21.76,22.625,69.9287,65.26,27.11,85.2,26.54,53.97
2017-06-28,60.55,13.92,32.67,95.58,79.59,21.03,59.0,,28.0145,32.3747,22.5,12.44,34.06,53.18,107.63,19.13,42.02,148.4,65.44,9.57,67.37,668.176,41.39,48.89,52.56,10.88,85.0,46.41,96.02,118.65,40.01,23.06,38.78,96.71,5.37,58.716,59.49,24.08,43.05,54.69,,40.91,43.53,29.7,81.42,63.29,95.06,41.53,11.663,46.03,38.5,56.763,22.48,22.675,69.7116,65.69,27.52,84.92,26.55,54.83
2017-06-29,58.24,13.49,31.635,95.5,78.39,20.6,58.6,,27.639,32.1815,22.18,12.27,33.53,52.97,105.45,19.045,41.698,146.16,65.02,9.46,66.36,666.402,40.93,48.61,51.9,10.91,83.06,45.82,94.16,117.54,39.83,22.9,38.23,97.52,5.21,57.985,59.41,24.49,42.5,54.73,,40.42,42.91,29.61,80.44,61.78,94.7,41.03,11.258,46.11,38.26,56.3895,22.46,22.365,69.0375,65.47,27.85,83.43,25.75,53.8
2017-06-30,58.48,13.65,31.15,95.22,78.01,20.63,58.4,,27.2796,32.0608,22.36,11.81,33.57,52.695,105.09,18.725,41.73,147.56,65.61,9.56,66.26,661.207,41.3033,48.21,51.66,10.83,83.21,45.58,93.57,117.39,39.85,23.23,37.8,97.95,5.27,57.9529,60.07,24.31,42.68,54.53,,40.93,43.16,29.58,81.14,61.25,93.92,41.25,11.26,46.36,37.89,56.3167,22.48,22.385,68.6033,65.15,27.88,83.53,25.76,53.81
2017-07-04,56.4,13.42,31.575,95.8,77.81,20.02,58.35,,26.9954,32.3506,22.22,11.91,33.26,53.075,104.65,18.77,41.944,148.46,64.92,9.63,65.58,645.836,41.1967,47.85,51.84,11.2,82.13,45.52,91.01,116.45,39.69,23.13,37.86,97.5,5.13,57.495,59.9,24.18,42.5,54.66,,40.39,42.84,29.58,80.26,60.6,94.18,41.02,11.001,46.29,37.54,56.2529,22.88,22.285,68.6262,65.47,28.03,83.35,24.77,53.53
2017-07-05,57.33,13.35,31.295,95.74,78.67,20.67,58.55,,27.1402,32.4774,22.62,11.98,33.35,53.075,106.15,18.415,42.184,143.9,65.55,9.14,65.67,650.982,40.6567,48.02,51.32,11.46,82.2,45.42,92.18,116.44,39.96,22.99,36.96,98.19,5.12,57.3986,59.91,24.54,42.49,54.9,,40.37,42.88,29.85,80.58,60.91,94.96,40.74,11.476,46.82,37.35,56.426,22.92,22.34,68.5804,65.83,26.8,83.81,25.2,53.48
2017-07-06,57.05,13.17,30.26,95.74,78.44,20.34,58.21,,26.8881,31.8434,22.33,11.95,33.24,53.05,105.58,18.43,42.106,143.75,61.43,9.18,65.41,643.301,40.2533,47.44,51.46,11.39,81.62,44.97,91.51,115.86,39.28,22.82,36.59,96.65,5.1,57.1897,59.61,24.83,42.31,55.18,,40.25,42.78,29.88,79.47,61.1,95.13,40.48,11.181,46.57,36.93,56.9817,23.21,22.425,67.9063,65.15,26.44,83.25,25.05,53.38
