,AEM CN Equity,AQN CN Equity,ATD CN Equity,BMO CN Equity,BNS CN Equity,ABX CN Equity,BCE CN Equity,BAM CN Equity,BN CN Equity,BIP-U CN Equity,CAE CN Equity,CCO CN Equity,CAR-U CN Equity,CM CN Equity,CNR CN Equity,CNQ CN Equity,CP CN Equity,CTC/A CN Equity,CCL/B CN Equity,CVE CN Equity,GIB/A CN Equity,CSU CN Equity,DOL CN Equity,EMA CN Equity,ENB CN Equity,FM CN Equity,FSV CN Equity,FTS CN Equity,FNV CN Equity,WN CN Equity,GIL CN Equity,H CN Equity,IMO CN Equity,IFC CN Equity,K CN Equity,L CN Equity,MG CN Equity,MFC CN Equity,MRU CN Equity,NA CN Equity,NTR CN Equity,OTEX CN Equity,PPL CN Equity,POW CN Equity,QSR CN Equity,RCI/B CN Equity,RY CN Equity,SAP CN Equity,SHOP CN Equity,SLF CN Equity,SU CN Equity,TRP CN Equity,TECK/B CN Equity,T CN Equity,TRI CN Equity,TD CN Equity,TOU CN Equity,WCN CN Equity,WPM CN Equity,WSP CN Equity
2019-02-20,57.64,14.31,36.635,99.05,75.58,18.14,57.68,,31.4687,32.8396,28.07,15.83,47.62,57.1,113.39,18.635,54.782,145.72,57.38,11.64,87.89,1129.147,37.09,46.39,48.3,14.65,115.68,46.36,101.29,97.71,45.02,20.65,36.42,110.93,5.0,66.54,69.54,22.27,48.85,62.56,71.72,49.68,48.25,27.63,85.22,72.64,102.78,41.76,23.635,49.64,45.24,52.9005,30.1,23.5,71.9534,76.29,20.24,109.9,28.99,70.57
2019-02-21,57.18,14.52,36.365,98.47,75.5,17.55,57.89,,31.3238,32.3264,27.89,15.95,48.07,56.96,113.59,18.46,54.584,145.13,57.04,11.48,88.0,1130.639,36.55,46.52,48.81,14.78,115.31,46.73,101.05,96.34,44.88,20.55,36.03,110.83,4.82,65.5,69.48,22.18,48.61,62.64,71.6,49.43,48.11,27.65,85.6,73.0,102.27,41.64,23.616,49.66,45.01,53.4289,29.97,23.635,72.6277,76.33,20.0,109.82,28.69,70.16
2019-02-22,57.26,14.53,36.775,98.73,75.38,17.13,58.09,,31.3399,32.3868,28.09,16.13,47.95,57.12,112.76,18.445,54.718,145.42,55.06,11.69,88.41,1129.001,36.47,46.47,48.67,15.4,115.96,46.82,100.86,95.13,46.13,20.31,36.0,110.72,4.77,64.09,71.58,22.31,49.19,62.58,71.31,49.81,47.83,27.56,83.43,73.21,101.74,42.91,24.147,49.7,44.92,53.4926,31.21,23.67,72.6173,76.22,20.24,109.63,29.47,70.35
2019-02-25,57.04,14.44,36.625,99.18,75.42,16.6,58.36,,31.3667,32.5679,27.99,15.99,48.52,57.305,113.69,18.505,55.02,146.38,55.73,11.8,88.8,1094.945,36.31,46.42,48.65,16.16,115.05,46.72,100.38,95.37,46.66,20.25,35.88,110.89,4.66,64.95,70.55,22.76,49.18,62.52,72.37,50.24,47.83,27.6,82.46,73.07,102.42,42.79,24.773,50.43,44.79,53.6657,30.79,23.875,72.3165,76.57,20.72,109.33,29.65,70.67
2019-02-26,56.95,14.62,37.625,101.66,73.16,16.59,58.43,,31.6188,32.4834,27.9,15.73,48.82,56.755,113.72,18.62,54.662,146.23,55.48,12.11,88.53,1084.028,36.48,46.51,49.01,15.9,115.63,47.18,100.7,92.31,47.16,20.54,35.59,110.5,4.55,65.41,70.03,22.52,49.77,62.53,72.42,50.3,48.12,27.84,82.41,72.85,102.64,42.74,24.414,50.58,44.91,53.9117,30.6,23.98,74.4535,76.72,20.87,108.85,29.36,70.36
2019-02-27,55.89,14.5,37.675,102.94,72.72,16.43,58.42,,31.7047,31.7407,27.78,15.63,48.53,57.365,114.02,18.795,54.888,146.37,54.85,12.03,88.76,1086.611,36.32,46.4,49.04,15.46,114.79,47.14,98.93,93.07,47.09,20.37,35.96,109.62,4.43,65.64,69.63,22.46,49.52,62.13,73.06,50.48,48.15,27.96,82.28,72.88,103.3,42.84,24.887,51.11,45.5,53.7113,30.06,23.965,73.717,77.3,21.12,110.25,28.91,70.65
2019-02-28,55.97,14.6,37.2,102.62,73.14,16.6,58.52,,31.8817,31.7287,27.75,15.27,50.25,55.815,112.92,18.69,54.384,145.2,53.76,12.06,88.23,1095.315,35.62,46.82,48.68,15.09,114.25,47.45,99.14,93.8,47.06,20.65,35.63,110.0,4.39,65.54,69.44,22.24,49.46,62.09,71.63,49.88,48.16,28.09,83.22,72.71,102.85,42.89,24.928,49.82,45.36,53.6111,29.49,23.9,74.2357,75.46,19.97,109.71,28.62,69.69
2019-03-01,56.2,14.66,38.225,103.15,72.67,16.35,57.91,,32.2786,32.0728,27.99,15.33,49.61,55.95,113.48,19.015,54.382,147.82,54.29,12.16,89.3,1112.723,35.95,47.0,49.51,15.19,114.9,47.24,98.99,93.08,47.79,20.4,35.45,109.58,4.26,64.89,69.93,22.52,49.41,62.16,72.7,50.65,48.91,28.25,83.89,70.18,103.46,43.36,25.471,50.37,45.47,54.1212,29.2,23.535,74.8062,75.16,20.48,111.32,28.41,70.06
2019-03-04,56.6,14.99,38.05,103.29,72.76,16.62,58.25,,32.5414,32.3445,28.0,15.26,49.98,56.36,114.87,18.155,55.15,147.63,54.58,11.46,89.37,1115.209,37.02,47.26,46.65,15.06,116.09,47.57,98.87,93.77,47.45,20.4,36.29,109.53,4.34,65.32,69.94,22.6,50.12,62.33,73.43,50.41,48.95,28.94,83.03,69.77,103.42,43.52,24.821,50.66,45.08,54.3672,29.23,23.595,74.7959,75.02,20.23,112.32,28.6,70.17
2019-03-05,56.89,15.0,38.175,103.64,72.43,16.93,58.35,,32.6487,32.0608,28.02,15.49,50.72,56.485,115.33,18.225,54.97,146.77,55.04,11.47,88.55,1120.921,37.91,47.15,47.56,14.96,117.43,47.54,99.92,93.05,47.49,20.36,36.24,109.33,4.34,64.77,69.77,22.73,49.28,62.18,72.55,50.54,49.48,29.06,83.29,69.73,103.74,43.79,25.092,50.85,45.43,54.4583,29.5,23.585,75.1901,75.07,20.38,112.43,29.07,70.39
2019-03-06,55.83,15.28,38.29,103.91,72.72,16.65,58.9,,33.1475,32.6102,28.05,15.73,50.6,56.4,116.33,17.915,54.7,147.67,54.45,11.23,89.58,1131.038,35.62,47.31,48.46,14.94,116.94,47.82,100.81,93.47,47.47,20.43,36.43,109.69,4.26,64.97,68.93,22.48,49.32,62.0,72.68,50.92,49.47,29.08,83.02,70.68,103.68,44.06,25.195,50.91,45.18,54.9957,30.03,23.705,75.937,74.93,20.33,113.38,28.8,70.95
2019-03-07,56.99,15.05,38.2,103.58,72.37,16.97,58.97,,32.949,32.7853,28.01,15.61,51.57,56.165,116.69,18.385,55.1,145.87,53.61,11.36,88.76,1114.176,36.75,47.9,48.91,14.56,117.0,48.17,101.48,93.21,47.49,20.46,36.78,109.46,4.24,65.21,67.38,22.23,49.4,61.85,70.74,50.6,49.69,28.61,82.45,70.68,103.23,44.82,25.193,50.69,44.86,54.8044,29.72,23.79,75.9266,74.59,20.88,114.09,29.14,70.78
2019-03-08,58.48,14.9,37.615,102.83,72.25,17.34,59.18,,32.6755,32.6404,27.9,15.63,50.93,55.935,115.96,17.925,55.008,145.38,53.9,11.0,88.26,1105.54,36.34,47.77,48.17,14.04,114.64,48.15,103.5,92.96,47.4,20.38,36.54,109.08,4.5,64.78,66.94,22.16,49.26,61.61,70.8,50.35,48.99,28.87,84.28,70.94,102.87,44.52,25.436,50.35,43.7,54.5949,28.94,23.7,74.8789,74.83,20.47,113.67,29.62,69.89
2019-03-11,58.09,14.95,37.59,102.85,72.53,17.69,59.52,,32.9329,33.5159,28.43,15.9,51.04,56.23,117.13,18.2,55.244,146.68,54.06,11.44,89.5,1100.91,37.04,47.87,48.87,14.44,116.25,48.19,103.21,93.21,47.49,20.55,36.2,110.35,4.5,64.96,67.62,22.54,48.94,61.83,71.53,50.58,49.03,29.4,83.61,71.59,102.98,44.67,26.846,50.5,44.21,54.8682,29.08,23.895,76.0252,75.12,20.29,114.53,29.47,71.11
2019-03-12,59.37,15.1,37.57,101.95,72.83,17.68,59.6,,32.9544,33.4615,28.56,15.89,50.9,56.085,117.09,18.25,54.446,146.64,54.66,11.57,90.39,1093.97,36.32,49.15,49.13,14.76,115.68,48.91,104.29,92.86,47.19,20.4,36.44,110.54,4.64,65.0,66.83,22.48,48.88,61.97,71.83,50.87,49.0,29.93,83.56,71.64,102.65,44.6,27.052,50.78,44.35,55.0231,29.66,23.85,76.1963,75.28,20.79,113.7,29.59,70.5
2019-03-13,59.3,14.96,37.4,102.07,72.76,17.73,59.6,,33.067,33.5159,28.4,15.93,50.71,55.975,117.4,18.545,54.446,146.08,54.02,11.74,89.55,1086.338,35.32,49.09,49.11,14.75,111.85,48.81,103.42,92.98,47.22,20.25,36.7,110.88,4.57,64.9,66.45,22.65,48.63,61.79,71.68,50.49,49.24,29.79,83.76,71.59,102.76,44.43,27.338,50.9,44.68,54.8044,29.67,23.88,76.8395,75.16,21.32,113.16,29.85,70.21
2019-03-14,58.15,14.96,37.385,102.67,72.86,17.44,58.31,,32.3805,33.5581,28.84,16.29,50.41,56.09,116.73,18.705,54.296,145.3,53.73,11.72,89.65,1069.933,34.88,48.87,49.43,14.25,113.79,48.83,101.49,91.77,47.89,20.18,36.76,109.0,4.47,65.01,64.97,22.42,48.53,61.86,71.55,50.48,49.47,29.61,83.68,72.39,102.64,44.29,27.729,50.61,44.81,54.85,28.85,23.875,77.0989,75.03,20.71,113.02,29.27,70.5
2019-03-15,58.46,14.93,37.05,103.7,73.09,17.43,58.92,,33.0885,33.2925,29.25,16.56,50.0,56.45,116.88,18.495,54.716,144.11,54.08,11.69,90.18,1078.579,34.29,49.0,48.72,14.56,112.64,48.96,102.98,93.14,47.84,20.42,36.39,109.53,4.51,65.66,65.28,22.61,48.39,62.28,71.33,50.86,49.35,29.5,84.28,72.48,103.54,44.45,27.175,51.28,45.02,54.8409,28.75,24.075,78.0636,75.57,20.81,112.69,30.45,71.42
2019-03-18,57.65,14.97,37.135,104.11,73.7,17.27,59.13,,33.2548,33.2079,29.27,16.41,50.25,56.845,118.4,18.695,55.2,144.62,53.84,11.89,90.48,1081.357,34.58,48.87,49.2,14.64,112.49,48.91,100.92,92.59,48.35,20.43,37.11,109.92,4.43,65.47,65.84,23.31,48.27,62.65,71.75,50.91,49.85,29.85,84.66,72.85,104.17,44.55,27.492,51.71,45.66,55.6699,29.42,24.24,78.0844,76.25,21.42,113.22,29.96,71.64
2019-03-19,57.67,14.74,36.235,103.54,73.48,17.1,58.92,,33.1475,32.8336,29.66,16.24,49.92,56.67,116.06,18.47,53.904,145.19,53.6,11.81,89.72,1079.378,35.12,49.0,49.2,14.69,111.9,48.83,100.9,92.22,48.62,20.5,36.67,109.51,4.41,65.13,66.06,23.58,47.94,62.62,71.45,51.04,49.54,30.31,84.65,71.97,103.6,44.29,26.877,51.85,45.74,55.1233,29.83,24.155,78.2815,75.82,20.96,112.6,30.28,71.12
2019-03-20,58.93,14.89,36.185,102.74,72.78,17.43,58.71,,33.1207,32.5015,29.49,16.15,50.68,56.045,115.36,18.87,53.288,143.49,53.14,12.19,89.53,1082.244,34.68,48.98,49.26,14.73,111.64,48.76,98.35,92.45,48.1,20.56,37.08,108.47,4.56,64.69,65.15,23.2,48.24,62.33,71.06,50.25,49.92,30.58,83.57,72.35,102.91,44.12,26.748,51.12,46.09,55.3784,30.22,24.125,78.1674,75.46,21.36,111.99,30.5,71.49
2019-03-21,59.29,14.95,35.8,102.25,72.48,17.76,59.03,,33.4478,32.6887,29.55,16.18,51.72,55.9,117.16,19.01,54.444,143.52,53.81,12.3,90.62,1094.35,35.31,49.4,49.18,14.86,113.78,49.3,98.41,94.16,48.8,20.39,37.18,108.68,4.61,65.73,65.28,22.92,48.51,62.49,71.04,51.01,50.2,31.42,84.86,72.23,102.48,44.97,27.4,51.35,46.23,55.2599,31.15,24.295,79.6301,74.86,21.63,113.92,32.25,72.6
2019-03-22,59.47,15.16,36.495,100.74,71.39,18.36,59.17,,33.0563,32.7611,29.57,15.85,51.8,54.64,116.2,18.51,53.822,142.47,52.96,11.77,90.59,1075.587,34.91,49.98,49.17,14.1,113.07,49.71,101.94,95.25,49.01,20.55,36.43,109.28,4.68,65.63,63.7,22.36,48.94,61.34,67.73,50.27,49.61,30.93,85.25,72.7,102.13,44.64,26.702,50.32,45.19,55.2508,30.25,24.4,80.5949,74.0,21.35,114.61,32.93,72.27
2019-03-25,60.45,15.14,37.665,100.97,70.79,19.13,59.18,,32.9008,32.7793,29.68,15.89,51.81,54.6,115.4,18.115,53.752,141.83,53.07,11.42,90.49,1065.001,34.84,50.56,48.92,14.1,113.91,49.63,103.08,96.28,49.26,20.57,35.85,110.06,4.86,65.86,63.37,22.13,49.16,60.92,67.73,50.31,48.85,30.85,85.47,71.39,102.03,44.88,26.99,50.25,44.17,55.4512,29.99,24.36,80.1384,73.88,21.56,115.77,33.3,72.1
2019-03-26,61.02,15.26,37.72,101.12,70.62,19.42,59.41,,33.126,32.8155,29.85,15.97,51.7,54.3,117.18,18.57,53.97,142.9,52.95,11.67,90.32,1092.41,35.35,50.64,48.99,14.7,114.83,49.83,103.31,95.76,48.5,20.6,36.49,111.63,4.83,65.54,63.83,22.42,48.95,61.13,68.34,50.48,48.97,31.06,86.04,71.51,102.74,45.15,27.353,50.5,44.56,55.4512,30.78,24.415,80.0451,73.66,21.72,117.65,33.57,72.86
2019-03-27,59.79,15.25,38.765,100.91,70.78,19.12,59.53,,33.1904,33.3408,29.85,15.94,51.66,53.36,117.99,18.21,54.294,144.84,52.64,11.53,91.27,1087.449,35.05,50.59,49.15,14.76,116.51,49.83,101.73,95.49,48.05,20.67,36.0,111.95,4.75,66.03,64.49,22.65,49.17,61.04,69.47,50.85,49.12,31.32,87.09,71.92,102.07,45.53,26.837,51.14,43.48,55.2964,30.78,24.56,80.7816,73.34,21.0,118.28,33.69,73.52
2019-03-28,58.45,14.99,39.275,100.52,71.29,18.64,59.39,,33.5605,33.4253,29.77,16.0,51.42,53.51,119.84,18.455,55.038,144.41,54.88,11.56,92.05,1106.28,35.2,50.29,49.25,14.74,117.91,49.67,100.6,95.5,48.17,20.58,36.7,112.8,4.6,66.46,65.28,22.67,49.4,60.75,70.11,51.75,49.29,31.23,88.16,72.05,101.78,45.5,27.354,51.36,43.61,54.8409,30.88,24.82,82.1925,73.05,20.81,119.22,32.78,72.9
2019-03-29,58.1,15.03,39.48,99.99,70.11,18.32,59.34,,33.3942,33.697,29.61,15.75,51.37,52.8,119.63,18.345,55.068,143.99,54.1,11.6,91.87,1103.863,35.65,49.97,48.4,15.15,119.05,49.39,100.19,96.09,48.05,20.76,36.48,113.08,4.6,65.92,65.07,22.6,49.2,60.31,70.48,51.31,49.09,31.16,86.94,71.87,100.82,45.55,27.586,51.34,43.31,54.6769,30.92,24.73,82.0265,72.52,20.64,118.37,31.81,73.03
2019-04-01,57.09,14.95,39.325,101.48,71.15,17.89,59.14,,33.7965,33.1777,29.9,15.77,50.5,53.78,120.69,18.59,55.69,145.87,54.83,12.14,92.29,1122.042,37.83,49.93,48.48,15.55,119.16,49.29,99.39,96.2,48.73,20.76,36.64,112.89,4.44,65.96,67.13,23.22,49.35,61.29,71.09,51.28,49.67,31.55,87.21,71.46,102.5,45.59,27.438,52.13,43.85,55.5879,31.44,24.675,81.8812,73.91,20.64,116.69,31.63,72.31
2019-04-02,57.42,15.05,39.945,102.14,70.82,17.97,59.62,,33.8394,33.4193,30.21,15.61,49.94,54.06,120.53,18.575,55.202,145.67,54.89,12.15,92.61,1152.54,37.83,49.97,48.86,15.4,118.58,49.23,99.15,96.27,49.1,20.8,36.61,112.67,4.5,66.57,67.88,23.25,50.31,61.44,71.26,51.27,50.13,31.92,87.27,72.18,103.02,45.66,26.94,52.21,43.97,55.6608,31.39,24.825,81.5597,74.25,20.69,116.43,31.52,72.47
2019-04-03,57.39,15.16,39.645,102.19,71.1,17.79,59.56,,33.952,33.214,30.1,15.46,50.3,54.145,120.46,18.505,55.208,146.54,54.75,11.95,93.65,1129.947,38.45,50.48,49.18,15.63,117.89,49.57,99.06,96.21,48.84,20.93,36.2,113.09,4.54,66.98,68.65,23.44,50.61,61.7,72.04,51.59,49.74,31.86,87.88,72.49,103.39,45.58,27.121,52.73,43.52,55.7427,30.56,24.86,82.3481,74.58,20.6,117.72,31.3,72.47
2019-04-04,58.35,15.14,40.15,102.31,71.3,18.11,59.65,,34.0057,33.5702,29.93,15.45,49.92,54.625,120.95,18.5,55.414,145.83,55.39,12.02,92.69,1123.465,35.65,50.63,49.23,15.72,117.58,49.51,101.08,95.93,49.12,20.94,36.15,113.07,4.66,66.87,69.81,23.42,50.68,61.8,72.8,50.81,49.7,31.91,88.12,72.1,103.44,45.69,26.025,52.51,43.72,55.5879,31.67,24.84,81.1966,74.75,20.56,117.13,31.63,71.75
2019-04-05,58.02,15.23,40.28,102.34,71.37,18.04,59.79,,33.9091,33.6004,30.07,15.56,49.69,54.765,120.7,19.205,55.742,145.79,55.34,12.58,92.48,1141.565,38.57,50.55,49.5,15.77,117.7,49.87,101.22,97.95,49.02,20.91,36.57,113.13,4.67,66.6,70.34,23.62,50.55,61.97,72.52,51.53,50.2,31.94,88.23,71.89,103.6,45.8,26.356,52.86,44.5,56.0798,32.19,24.79,81.4663,74.97,20.76,117.6,31.4,73.38
2019-04-08,58.15,15.15,40.165,102.25,71.24,17.98,59.69,,33.7321,33.4494,29.94,15.78,49.77,54.71,121.12,19.465,56.004,148.01,54.79,12.84,92.12,1138.963,38.41,50.47,49.42,15.85,116.98,49.61,100.57,100.82,48.7,20.83,37.47,112.73,4.73,66.48,71.0,23.6,50.53,61.77,72.03,50.96,49.97,31.73,87.72,72.37,103.44,46.0,26.642,52.88,44.77,56.1527,32.9,24.805,81.3003,75.02,20.99,116.75,31.75,72.82
2019-04-09,58.21,15.21,40.365,101.97,71.05,18.27,59.51,,33.6088,33.1596,30.11,15.81,49.66,54.56,120.41,19.555,55.95,147.65,54.58,12.75,92.25,1136.497,38.72,50.35,49.14,15.85,117.46,49.58,99.51,100.29,48.92,21.06,37.47,110.87,4.79,66.5,70.22,23.54,50.6,61.81,71.02,51.41,49.5,31.48,87.02,71.83,103.16,45.97,27.182,52.5,44.15,55.8521,32.23,24.74,81.0928,73.72,21.14,116.89,31.36,71.47
2019-04-10,57.4,15.29,40.405,102.06,71.35,18.13,59.83,,33.8394,33.1898,30.43,15.82,50.11,54.575,120.31,19.76,56.118,145.91,55.34,13.36,92.13,1145.834,39.5,50.37,49.03,15.65,118.38,49.78,99.72,101.88,49.11,21.02,38.66,110.59,4.71,66.67,71.51,23.7,50.26,61.94,70.65,51.25,49.97,31.32,87.49,71.97,103.5,46.05,27.515,52.66,44.02,56.1527,32.7,24.895,81.5804,73.76,21.23,117.71,31.38,71.88
2019-04-11,56.67,15.33,40.475,102.54,71.26,17.95,60.21,,33.7697,33.1596,30.44,15.98,49.62,54.625,120.7,19.795,56.498,145.8,55.0,13.19,92.45,1159.344,38.81,50.31,49.65,15.78,117.75,49.82,99.66,101.6,49.14,21.0,38.73,110.6,4.65,66.54,71.27,24.0,50.24,61.96,69.78,51.59,50.06,31.62,88.31,71.46,103.78,45.89,28.217,53.17,43.88,56.4351,32.58,24.92,81.8398,73.68,21.49,116.88,30.98,71.66
2019-04-12,56.31,15.3,41.045,103.23,71.78,17.91,60.51,,33.9145,33.3166,30.28,15.69,50.6,54.975,121.99,19.88,56.942,145.57,55.09,13.19,93.52,1166.196,38.4,50.44,49.93,15.76,119.5,50.0,99.46,101.61,49.39,21.28,38.77,110.79,4.62,66.4,72.16,24.17,50.4,62.54,69.5,51.74,50.04,31.32,88.78,71.09,104.69,45.83,28.647,53.56,44.22,56.5262,33.63,25.01,82.5348,74.47,21.58,117.38,30.84,72.42
2019-04-15,57.4,15.32,40.61,103.53,72.04,18.25,60.68,,34.4401,33.383,30.49,15.61,49.8,55.175,122.74,19.805,56.85,146.58,55.73,13.07,94.54,1144.791,38.71,50.59,49.86,15.73,119.57,50.27,99.51,101.53,49.5,21.35,38.9,111.11,4.67,66.34,72.11,24.3,50.44,62.82,70.9,51.62,50.06,31.81,88.92,71.44,105.05,45.99,29.167,53.73,44.11,56.5717,33.05,25.155,83.0742,74.86,21.61,119.09,31.23,72.25
2019-04-16,55.69,15.21,40.55,103.87,72.54,17.74,60.57,,34.3811,33.691,30.32,15.54,48.59,55.39,123.06,20.255,56.44,147.44,55.27,13.16,94.33,1116.047,38.74,50.28,49.62,16.01,117.68,49.82,97.18,102.0,49.55,21.29,39.39,110.81,4.62,66.18,73.49,24.54,50.38,62.82,71.18,51.66,49.92,31.98,88.73,71.19,105.68,45.98,28.748,54.48,43.94,56.5717,33.18,25.16,82.8253,75.45,21.56,118.41,30.66,72.65
2019-04-17,54.53,15.32,39.48,105.19,72.85,17.64,60.51,,34.0647,33.4434,30.29,15.71,48.14,55.44,124.28,20.9,57.422,148.06,55.54,13.56,94.11,1138.027,38.87,50.63,49.52,16.36,115.2,49.92,95.3,101.44,49.5,21.6,39.34,110.81,4.48,65.85,74.51,24.73,49.65,62.96,71.63,50.74,49.74,32.14,88.68,70.94,106.44,45.37,28.953,54.5,44.32,56.7995,33.65,24.975,82.8253,75.63,21.52,117.62,29.53,72.93
2019-04-18,54.06,15.33,39.64,105.5,73.16,17.7,60.81,,34.4991,33.4374,30.74,15.78,48.58,55.495,125.4,20.97,57.998,149.55,56.12,13.5,95.01,1151.614,40.16,50.54,49.79,15.93,116.73,49.9,95.21,102.1,49.79,21.47,39.38,111.07,4.33,66.36,75.91,24.64,49.25,63.31,72.36,51.0,49.95,32.6,90.84,68.9,107.18,45.75,29.545,54.89,44.48,57.0637,33.24,24.965,83.1987,75.75,21.38,118.45,29.36,73.09
2019-04-22,53.58,15.36,39.66,105.44,72.6,17.29,60.06,,34.4348,33.2864,30.93,15.86,48.12,55.3,125.25,20.745,58.49,149.14,55.75,13.94,94.81,1136.935,40.01,50.5,49.84,15.63,116.61,49.6,93.84,101.59,49.76,21.4,39.61,110.21,4.23,66.32,74.98,24.43,49.28,63.44,71.85,50.61,50.35,31.99,88.0,66.31,107.04,45.3,29.949,54.77,45.35,58.421,32.8,24.7,83.1572,75.52,21.84,118.48,29.09,72.47
2019-04-23,53.92,15.35,39.63,105.63,73.16,17.21,60.28,,34.7512,33.7574,31.25,15.91,47.84,55.64,126.68,21.085,58.9,150.32,57.25,14.01,95.99,1155.396,41.65,50.57,50.61,15.58,118.23,49.67,93.8,101.58,50.29,21.35,40.41,109.27,4.25,66.06,75.66,24.67,49.47,63.4,72.6,51.19,50.46,30.79,88.45,65.81,107.85,45.63,29.979,55.36,45.93,58.1933,33.01,24.65,83.3751,75.43,22.3,119.83,29.06,73.51
2019-04-24,54.72,15.33,39.52,105.37,72.59,17.28,60.02,,34.5259,33.9325,31.05,15.47,47.72,55.445,125.97,20.625,60.592,149.76,55.96,13.74,95.45,1140.522,41.77,50.52,51.05,15.47,117.96,49.44,94.12,99.79,50.64,21.4,39.88,107.63,4.38,64.88,75.59,24.38,48.83,63.32,71.44,51.41,49.74,30.97,88.58,66.2,105.46,45.28,29.633,54.94,44.34,58.6761,31.96,24.77,83.5514,74.87,21.88,120.53,29.1,73.01
2019-04-25,54.8,15.35,39.52,105.34,72.9,17.33,60.05,,34.7137,33.7936,31.36,15.12,47.74,55.825,126.78,20.355,60.076,149.07,56.48,13.73,96.0,1146.868,41.58,50.61,51.05,14.65,118.2,49.58,93.45,100.32,50.9,21.55,39.94,108.33,4.3,65.36,73.41,24.45,49.03,63.5,71.64,51.73,49.54,30.48,88.62,66.77,105.38,45.8,29.537,55.26,44.71,58.4666,31.04,24.695,85.066,75.06,21.48,122.84,28.84,72.8
2019-04-26,56.91,15.29,39.595,105.69,73.41,17.5,60.2,,34.7029,33.7091,30.73,15.15,48.21,56.12,127.37,20.255,59.83,148.58,56.49,13.47,95.73,1153.154,41.48,50.53,50.28,15.04,116.65,49.5,95.53,99.82,49.91,21.7,39.19,109.33,4.43,65.12,73.92,24.53,48.6,63.6,72.47,51.77,49.16,30.64,89.49,67.82,105.91,45.66,29.91,55.18,44.36,58.6032,31.82,24.7,85.0868,75.44,20.56,123.68,29.8,72.46
2019-04-29,55.54,15.18,39.585,106.41,73.59,17.02,60.01,,34.6922,33.7332,30.7,14.86,48.77,56.34,126.22,20.335,59.956,149.12,56.1,13.39,95.74,1167.054,40.98,50.45,50.12,14.59,116.17,49.31,94.64,99.81,49.75,21.65,39.0,108.91,4.3,65.31,74.25,24.44,48.59,63.6,72.22,51.45,48.59,30.76,88.14,67.16,106.58,45.51,30.304,55.57,44.48,58.4392,31.76,24.57,85.2735,76.17,20.46,124.02,28.95,72.62
2019-04-30,55.48,15.29,39.6,105.82,73.78,17.03,59.94,,34.6439,33.4978,31.16,14.78,47.93,56.405,124.44,20.11,60.034,147.46,57.15,13.28,96.43,1152.18,40.24,50.31,49.49,14.15,116.58,49.52,95.99,100.03,49.4,21.68,38.92,109.61,4.26,65.63,74.57,24.67,48.5,63.82,72.66,51.5,47.9,30.74,87.44,67.45,106.77,45.81,32.575,55.66,44.18,58.2479,31.68,24.665,85.8856,76.42,20.03,124.34,28.98,72.34
2019-05-01,55.14,15.21,39.565,105.83,73.67,16.91,60.05,,34.5259,33.6427,31.23,14.64,48.31,56.565,123.78,19.46,60.048,149.43,56.9,12.64,96.08,1176.509,40.53,50.16,49.54,13.17,117.44,49.29,95.07,99.38,48.85,21.63,38.73,109.49,4.12,64.34,73.71,24.7,48.67,63.84,72.16,51.67,47.69,30.66,87.71,67.93,106.45,45.63,33.1,55.58,43.75,58.1204,30.1,24.595,86.0204,76.21,19.56,123.83,28.52,71.93
2019-05-02,54.28,15.2,39.64,105.73,73.18,16.85,59.78,,34.365,33.3891,31.63,14.26,47.83,56.36,124.21,18.89,59.322,152.09,57.39,12.26,97.1,1157.628,40.56,50.21,48.88,12.9,117.79,49.39,94.73,100.3,51.37,21.63,38.3,108.74,4.1,65.25,73.57,24.62,48.65,63.79,71.04,53.5,47.23,30.39,88.43,68.16,106.39,45.61,34.385,55.67,42.61,57.7378,29.79,24.685,86.1138,76.12,19.27,124.23,27.88,70.79
2019-05-03,55.19,15.21,39.525,106.11,73.41,16.91,59.66,,34.5849,33.8057,31.63,14.62,47.96,56.505,125.35,18.865,59.804,154.57,57.72,12.13,96.93,1138.017,40.98,50.3,49.21,13.3,118.2,49.57,94.93,100.54,50.51,21.68,38.61,109.24,4.13,65.23,73.54,24.95,48.6,63.95,72.57,54.09,47.54,30.35,89.72,68.42,106.89,45.2,35.486,55.45,43.47,57.0546,30.86,24.765,85.7196,76.48,19.21,124.74,28.04,71.34
2019-05-06,54.94,15.2,39.68,106.36,73.46,16.93,59.69,,34.5474,33.7876,31.62,14.46,48.82,56.365,124.92,18.84,59.772,152.51,56.87,12.24,96.64,1150.162,41.02,50.31,49.4,12.92,117.61,49.63,95.51,100.95,51.05,21.75,38.5,109.3,4.12,66.03,73.04,24.64,48.64,63.77,71.64,54.06,47.53,30.4,90.34,68.44,107.06,45.44,35.714,55.41,43.11,57.4554,30.22,24.725,86.0931,76.38,19.39,124.87,27.94,71.17
2019-05-07,56.15,15.17,39.75,105.55,72.93,17.12,59.71,,34.011,33.5974,31.47,14.16,48.58,55.99,123.94,18.645,58.942,150.4,55.56,11.97,96.69,1110.257,40.23,50.6,49.29,12.16,116.7,49.72,95.78,99.63,50.96,21.91,38.11,108.29,4.06,67.43,72.24,24.18,49.05,63.52,69.17,52.99,47.2,30.15,90.64,69.35,106.32,45.38,34.807,54.88,42.95,57.2094,29.48,24.705,85.2735,75.53,19.21,122.79,28.3,68.67
