,AEM CN Equity,AQN CN Equity,ATD CN Equity,BMO CN Equity,BNS CN Equity,ABX CN Equity,BCE CN Equity,BAM CN Equity,BN CN Equity,BIP-U CN Equity,CAE CN Equity,CCO CN Equity,CAR-U CN Equity,CM CN Equity,CNR CN Equity,CNQ CN Equity,CP CN Equity,CTC/A CN Equity,CCL/B CN Equity,CVE CN Equity,GIB/A CN Equity,CSU CN Equity,DOL CN Equity,EMA CN Equity,ENB CN Equity,FM CN Equity,FSV CN Equity,FTS CN Equity,FNV CN Equity,WN CN Equity,GIL CN Equity,H CN Equity,IMO CN Equity,IFC CN Equity,K CN Equity,L CN Equity,MG CN Equity,MFC CN Equity,MRU CN Equity,NA CN Equity,NTR CN Equity,OTEX CN Equity,PPL CN Equity,POW CN Equity,QSR CN Equity,RCI/B CN Equity,RY CN Equity,SAP CN Equity,SHOP CN Equity,SLF CN Equity,SU CN Equity,TRP CN Equity,TECK/B CN Equity,T CN Equity,TRI CN Equity,TD CN Equity,TOU CN Equity,WCN CN Equity,WPM CN Equity,WSP CN Equity
2022-12-02,-0.005150962884135123,-0.004904374715089876,-0.005361943141385399,0.010322479270250012,-0.017541786975208265,-0.004364913084701091,-0.0032938622832204374,0.020463347505217947,-0.03271009278349022,-0.01687715858956687,-0.03178196603657608,0.0034401910394587934,-0.017113937372251448,-0.005364639856651325,-0.0036552505088032735,0.004347022929279043,0.00036084799669857884,0.008849901111768041,-0.003840004718602354,0.016908161588248382,-0.004033957903290005,-0.024027479809107785,0.011281924752623325,-0.00723537048299911,-0.005834109528685315,0.013269751882151033,-0.011433896856547976,-0.0012937807922416673,-0.009602512499817023,0.005937875702269629,0.006810469002526879,0.008499387155020782,-0.004502126248571633,0.013477160360716221,-0.008496227829085533,0.00615235113992487,-0.0015735644474306632,0.0032827276094374268,0.000772797565508594,-0.0003130053758144456,0.013454594460302833,-0.000253581844898811,-0.015380186287805816,0.0032357727894411084,0.0034743660615273657,-0.010389288685275791,-0.0034216040522357933,0.0066066306367817875,-0.0037846251951725576,-0.0037700327405415183,-0.003945693873823778,-0.010088573334996603,0.0015763550062258562,-0.00034958923621189914,0.007147022336127416,0.005646051915038246,-0.0151432716710872,0.012178040182403711,-0.009883530338037046,0.001576426689166865
2022-12-05,-0.017948086365335764,-0.011869575555383769,0.00195312562088207,-0.010322479270250108,-0.013728855912612546,-0.01587334915629012,0.005639996150496636,-0.06151945182403728,-0.011922778925393297,-0.0023140853915519957,0.009535654101805858,-0.03850913372909709,-0.0136718616659702,-0.011326298073965405,0.0018002850473387965,-0.03763070263926442,-0.014902592928808463,-0.024874312806419486,-0.007886095428387136,-0.02872457504502885,-0.00481155699722197,-0.018188314559849764,-0.025382073271417276,0.005906466632945432,-0.007893570127895658,0.008243063008097972,-0.025436638951779687,0.003876331572754918,-0.007532895801568188,0.0035692381591478366,-0.006810469002526863,0.0050125418235441935,-0.03690355908631458,-0.012239934557681641,-0.024180798197214852,-0.001718846340925598,-0.024526060743153593,-0.008227113454901543,-0.0015461928090082409,-0.013975953855973715,-0.0004673989334915442,-0.028294068497072132,-0.011222062906263913,-0.0070734158757266245,0.011900268335998766,0.01498991550380297,-0.0035828955250095398,-0.016599143759543085,-0.045125738505626005,-0.0006297229427241144,-0.018069246747710235,-0.007762583518382045,-0.031399439850243877,0.01526747213078838,6.256896635983295e-05,-0.011981408987038068,-0.0188396610843948,-0.0067129822413960726,-0.009603689291121561,-0.02062812241281494
2022-12-08,-0.008077702817792945,-0.010142074764624814,0.02401543291754854,-0.02218292801377318,0.002497980874273656,-0.009160369398664278,-0.0045665774972450815,-0.07251439762272838,0.0006752194719739358,0.031165809473953397,0.0028735651957317787,0.009478743954543739,-0.0043956114730379975,-0.012973893143689021,0.004626248991165248,-0.006149752001934023,0.01134436883725062,0.013553871320835001,-0.01041506566717372,-0.01860142595054566,0.0014556666525553073,-0.011425534764360373,0.01547488207728989,-0.0062305497506361975,-0.0054251372420866546,0.02966452922347964,0.012989139015976819,0.002384228548052808,0.0002565089150912163,0.027999534204781473,-0.0007622919947329445,0.0021464993484411007,-0.012403259783419912,0.009120327459997008,-0.0017316021642780463,0.021135245606896332,0.003151594162344905,-0.004561484168858899,-0.0003857776682577706,-0.002877699827615058,-0.0027896704157690678,0.006598941723857433,-0.002566846329133701,-0.009650255832161704,0.01325107728636861,-0.015602461805072939,-0.004559624891774405,0.024140118355697803,-0.0003809523855593916,-0.003977413564226667,-0.0009842520479619195,-0.0010349078919219081,0.02295739111147771,-0.01482031360025379,-0.004084412654858457,0.0059135458243626225,0.011003868412951916,-0.003973861438602842,-0.003164265087850495,-0.000620039702404346
2022-12-09,-0.012456313967404162,-0.0030627895305458783,-0.009504703047595492,0.003493730725416159,0.007893623796454433,-0.007036088834069331,0.0003156067566042808,0.004717519700375625,-0.005758141217955239,-0.005268160956654964,-0.003953284573614919,-0.004389674447072418,-0.002321263809243528,0.005483221414531401,-0.006565088058026693,0.0010722424294961283,-0.011715460779536958,-0.006920903382145425,-0.00887288108373632,-0.012733792928745344,-0.006093654868579779,0.011090871977961145,-0.03434223259546713,0.01055021089515261,0.001499531677425239,0.01603982568103658,0.0033248264316048997,0.0071187669434333595,-0.014050543663837378,0.009796824034418707,0.0030456876335562028,-0.0008043974156761123,-0.03301676674044964,0.0009810173936326961,-0.0052128701885329875,0.005991629668266761,0.0,0.005388614075403267,0.008070241712141735,0.013885431637443919,0.00949146668178781,0.01020817659252385,-0.018591110461812922,0.0,-0.0037366787076784677,-0.003610112224099674,-0.002898552754011304,-0.00788440352414887,-0.0017160839372120454,0.008255325498977801,-0.005925943267547046,-0.004319562809461624,-0.012111733484190246,-0.0010670461620653428,0.003383129683627732,0.005657566812823026,-0.010329423118619818,0.0009949468000613765,-0.007860792863934658,0.003096361156038598
2022-12-12,0.005889552325397595,0.018237587549781012,0.008702714072057069,-0.05842744954325354,-0.0071601094967133514,0.004842624475787991,-0.001737071103981809,0.0033560832484877752,-0.03485936287939438,-0.0006340484202693171,0.026999863906700436,0.02341244062474326,0.006486008376027064,-0.014978329436855602,0.017373491261638962,0.0058768701265930375,0.0033348803487054392,-0.0006680026968507211,0.004774850596532747,0.004125418392145108,0.020281905283206298,0.025950202066293414,-0.017376844482736308,0.0039278082855006185,0.004112155327351494,-0.04059252268691557,0.0024863853680670415,0.009233341600710305,0.005550814449516348,-0.00241214040049017,-0.011213165399504092,0.011203104636574677,-0.028246266163460276,-0.00442217701785207,0.00521287018853299,-0.010488906763162456,0.02351000749635341,0.005770832173495214,-0.004475424642815469,-0.0021074823395646983,0.00883490285749349,0.02469261259037163,0.02030307321676226,0.00874949012045334,0.01062383356119461,0.002626827975751142,0.004192558643422626,0.006720259038775167,-0.0022927025709752733,0.00236873383555061,0.0237378085850088,0.0019031344775504906,0.0009983029680050754,-0.003922272812337997,0.004324511972911329,0.007713536867781808,0.0034998016608768587,0.0025091492516109014,0.0005635390399914175,0.011740614929510706
2022-12-13,0.026430766187891058,-0.01110561641250949,0.011487043987130779,0.032166153184976405,-0.008098402502181964,0.03834197847459244,-0.002373606621174256,-0.07343810498565656,-0.0043487783256748016,0.002533785139372211,-0.01411954272364321,-0.006633523495633906,0.013758529347090556,-0.021034956119396937,-0.002662192671327353,0.02056221120603059,0.0012015344113861365,-0.007848965260817591,-0.012063271132742578,0.025605950905171277,0.005048815840849303,-0.003953438880803172,-0.01567586217744594,0.01058407429328627,0.007433596765353396,-0.005432191022198423,0.010410940135594703,0.0018005046275681887,0.010958872827700271,0.004427141641993185,-0.007976370605408449,-0.0013271402080625746,0.004062905295491515,-0.026951773594787724,0.01888468139052742,-0.00225624592088418,-0.0023386065184782755,0.003692311887127592,-0.00012816405015949508,-0.00794285351393677,-0.011893009216314174,0.021862913777644058,0.013380256963235951,0.006586850162285356,-0.00622918794744528,-0.00988638798855519,-0.009938159924647937,0.005807217249203024,0.005151208566938955,0.004720701134937394,0.019399482763406497,0.01322148238055299,0.014069388920384852,-0.0007147963134937593,0.0025345118416199427,-0.02726177174569561,-0.0004031987152264388,-0.003451705743867202,0.01435654377493506,0.011785568649462095
2022-12-14,-0.00545494044453064,-0.021550346561543175,-0.011326594728864521,-0.0047308407972340635,-0.015194691264845897,-0.002962965130657072,-0.0221056574636055,-0.039220713153281385,-0.007436604700774853,-0.02975072280810933,0.0024853554423024363,-0.0016652793190612089,-0.010991638026895525,-0.006397747075425412,-0.01183376775607809,-0.010096460251009822,-0.019023326374578823,-0.0023600024439296395,-0.015582119747242681,0.0052031336116214,-0.004795768730562265,0.005733982528671788,0.01641623733466173,-0.012078563642996422,-0.003338282031933815,0.035257035454653605,-0.017293198092633612,0.0035913128920588293,-0.003023550103643579,-0.011868407164074288,-0.009343436776291533,-0.008535661319410082,-0.01056773119680255,-0.0026848373565453356,-0.015424470325631639,-0.004365760026626671,-0.002591154512880805,-0.009876623495912088,-0.003080875350909184,-0.0055443153005796915,-0.013490279743956713,-0.007234657974027663,-0.0178804252778483,-0.005086024426570962,0.00032882117904644415,0.016260520871780326,-0.0057015332816623705,-0.006972718546638401,-0.013988922188996174,-0.008988470198583454,0.0004742708175216634,-0.02103177484951446,0.00647251450561752,-0.009339148338981251,-0.001710350415856553,-0.013057239156648165,-0.008369379307039172,-0.0022027595837059446,-0.005196745177124418,-0.002479215177661034
2022-12-15,-0.03336970106481269,0.02863181267432708,-0.01813227595778071,-0.012836512966589698,-0.01695469012432746,-0.03581828416145337,-0.01715307922624947,-0.0273711967961319,-0.007271156856143452,-0.01996775063934667,-0.01105377630467025,-0.012072581234269249,0.0006905282815531666,-0.007695787422500975,-0.0135791435937539,-0.02104219334309998,-0.017665954725725453,-0.011269637263744978,-0.00541823201590417,-0.007613741448308842,-0.01247523286630753,-0.0042508636572379695,-0.008298802814694955,-0.004684727016247815,-0.01214854675799211,-0.15926736670163635,-0.01360646759639439,-0.0021532396620205004,-0.03472661816158037,-0.01931047207067321,-0.017094433359300068,-0.005102737001932726,-0.016372487212327282,0.00450439813149632,-0.036943515191684324,-0.015596608972400354,-0.020091772133807927,-0.010392943266364703,-0.012940139154949586,-0.005575226192083932,-0.009160964564666418,-0.014628255803616406,-0.0223703540764917,-0.019688656586528873,0.009814691653231452,-0.003917732728901664,-0.009315391070008663,-0.014980453445695577,-0.04157005502738271,-0.010829855807947573,-0.010725880447167378,-0.014741874640556443,-0.010020714561714664,-0.013442527579083619,-0.012824848158697222,-0.006880761092222317,0.0004065867102158364,-0.01507685871038041,-0.023153975537577347,-0.020428845004204776
2022-12-16,0.014254074756052667,-0.05277996769949314,0.0006532745618577803,-0.0009942829553897215,-0.0039773648883931825,0.01655811250740039,-0.004955411527953898,-0.04762178224529812,-0.01829999741164475,-0.029235273022482914,-0.04848544186767545,0.0026954194216723027,-0.02847333543027755,-0.0032391606511138213,-0.010577050413119815,-0.03422647566953499,-0.011177607221065257,-0.021950080601704385,0.005249355886143745,-0.02525592488145139,-0.00017080877998648978,-0.00956585290741942,0.0074349784875179905,-0.013235209269517084,-0.012107601557479959,-0.00984152284479132,0.004576115885431915,-0.011017902480955107,-0.036857812757339896,0.00011536686676381347,-0.00505253036016926,-0.003236248779208194,-0.014451343099149317,0.00035341933571599423,0.007142887512380204,0.005253233783229117,-0.013707537893648977,0.001670146526010991,-0.0011728677958838406,-0.006580035606737084,-0.012710156819277146,0.0010157441198354218,-0.017056565902966316,-0.003984679601779602,-0.01884161336344348,-0.0037689516142952236,-0.002029823477794074,0.009718821897279725,-0.006255695912704465,0.0008003201707691157,-0.01838020304468144,-0.024881519687679984,0.009042719373738087,-0.011403471007447177,0.00019250046714516092,-0.0031118563692975245,-0.036568407070565266,-0.017963266708750092,0.0158703500979946,0.004439245221120286
2022-12-19,-0.018905245931783384,-0.03349854007448401,0.0009791123497602978,-0.004486547904700336,-0.011717679554440122,-0.024498163044014636,-0.011994146785819278,0.029472463739620706,-0.03553382439439019,-0.032470385030784046,0.003006390840131428,-0.0173091034499088,-0.016710820950039815,-0.02057798187941232,-0.01720837423239691,0.010942695242570955,-0.015428486881876528,-0.013914490133856615,-0.020647435997265474,0.004938281640582577,-0.0070283995504804965,0.0016274587603138863,-0.010798838882459662,-0.01650392478304741,-0.014957134064748674,0.008389616963601867,-0.013243624764840629,-0.013162895716259568,-0.00741522959468972,-0.001096522978141084,-0.022103325726605318,-0.029051097541931952,0.0015639665371170058,-0.010402224966164482,-0.019767040740776693,0.005388647918543294,-0.004226170085982908,-0.0025062669760596117,-0.001957841779211598,-0.012743188290255553,-0.013577127798952376,-0.00789913649902462,-0.008300664597780595,-0.00708894939699797,-0.02089578235200742,-0.021070874951855494,-0.009422180258597212,-0.00942292013450526,-0.019005374336592253,-0.009484839211215054,-0.009072024951092718,-0.015712132355386786,-0.025367987375624363,-0.013408022094433267,-0.02043216089638119,-0.00023089355909548454,-0.002110447494545982,-0.011846086613207353,-0.0200688295477232,-0.04652880417814802
